0.25	1.9999907545625102
0.75	1.9999167941397382
1.25	1.9997688897043742
1.75	1.9995470740707084
2.25	1.9992513964450096
2.75	1.9988819224073324
3.25	1.9984387338872749
3.75	1.9979219291337005
4.25	1.9973316226784381
4.75	1.99666794529398
5.25	1.995931043945199
5.75	1.995121081735109
6.25	1.9942382378447008
6.75	1.9932827074668775
7.25	1.9922547017345311
7.75	1.991154447642791
8.25	1.9899821879654889
8.75	1.9887381811658815
9.25	1.9874227013016754
9.75	1.9860360379244062
10.25	1.9845784959732216
10.75	1.983050395663123
11.25	1.9814520723677234
11.75	1.9797838764965823
12.25	1.9780461733671781
12.75	1.9762393430715868
13.25	1.974363780337933
13.75	1.9724198943866833
14.25	1.9704081087818572
14.75	1.9683288612772318
15.25	1.9661826036576127
15.75	1.9639698015752618
16.25	1.9616909343815534
16.75	1.9593464949539545
17.25	1.9569369895184077
17.75	1.9544629374672127
18.25	1.9519248711724952
18.75	1.949323335795356
19.25	1.9466588890908
19.75	1.9439321012085378
20.25	1.9411435544897624
20.75	1.9382938432600048
21.25	1.9353835736181635
21.75	1.932413363221821
22.25	1.929383841068951
22.75	1.9262956472761223
23.25	1.9231494328533092
23.75	1.9199458594754222
24.25	1.9166855992506693
24.75	1.9133693344858578
25.25	1.9099977574487585
25.75	1.9065715701276411
26.25	1.9030914839881015
26.75	1.899558219727297
27.25	1.8959725070257094
27.75	1.8923350842965534
28.25	1.8886466984329533
28.75	1.8849081045530052
29.25	1.8811200657428497
29.75	1.8772833527978756
30.25	1.8733987439621766
30.75	1.8694670246663838
31.25	1.8654889872639993
31.75	1.861465430766351
32.25	1.8573971605762947
32.75	1.8532849882207865
33.25	1.8491297310824482
33.75	1.84493221213025
34.25	1.8406932596494348
34.75	1.8364137069708049
35.25	1.8320943921994983
35.75	1.8277361579433715
36.25	1.8233398510411163
36.75	1.818906322290229
37.25	1.8144364261749555
37.75	1.8099310205943295
38.25	1.8053909665904286
38.75	1.8008171280769618
39.25	1.7962103715683115
39.75	1.791571565909144
40.25	1.7869015820047065
40.75	1.7822012925519266
41.25	1.7774715717714256
41.75	1.7727132951405629
42.25	1.7679273391276211
42.75	1.763114580927241
43.25	1.75827589819722
43.75	1.7534121687967783
44.25	1.7485242705264006
44.75	1.7436130808693595
45.25	1.7386794767350229
45.75	1.7337243342040467
46.25	1.7287485282755544
46.75	1.7237529326164043
47.25	1.718738419312635
47.75	1.7137058586231895
48.25	1.708656118736013
48.75	1.703590065526607
49.25	1.6985085623191396
49.75	1.6934124696501929
50.25	1.6883026450352343
50.75	1.6831799427378984
51.25	1.6780452135421569
51.75	1.6728993045274576
52.25	1.667743058846911
52.75	1.6625773155085977
53.25	1.657402909160071
53.75	1.6522206698761253
54.25	1.647031422949896
54.75	1.6418359886873637
55.25	1.6366351822053193
55.75	1.6314298132328575
56.25	1.6262206859164534
56.75	1.6210085986286844
57.25	1.6157943437806468
57.75	1.6105787076381242
58.25	1.6053624701415543
58.75	1.6001464047298437
59.25	1.5949312781680751
59.75	1.5897178503791505
60.25	1.5845068742794095
60.75	1.5792990956182622
61.25	1.5740952528218726
61.75	1.5688960768409228
62.25	1.5637022910024951
62.75	1.5585146108660908
63.25	1.5533337440838237
63.75	1.5481603902648002
64.25	1.5429952408437169
64.75	1.537838978953689
65.25	1.5326922793033277
65.75	1.5275558080580807
66.25	1.522430222725849
66.75	1.5173161720468875
67.25	1.5122142958879985
67.75	1.5071252251410214
68.25	1.5020495816256232
68.75	1.4969879779963893
69.25	1.4919410176542125
69.75	1.4869092946619769
70.25	1.4818933936645324
70.75	1.476893889812946
71.25	1.4719113486930269
71.75	1.4669463262581082
72.25	1.4619993687660702
72.75	1.4570710127205933
73.25	1.4521617848166173
73.75	1.4472722018899884
74.25	1.4424027708712717
74.75	1.4375539887437059
75.25	1.4327263425052699
75.75	1.4279203091348387
76.25	1.4231363555623946
76.75	1.4183749386432645
77.25	1.4136365051363469
77.75	1.4089214916862993
78.25	1.4042303248096426
78.75	1.3995634208847487
79.25	1.3949211861456694
79.75	1.390304016679768
80.25	1.3857122984291055
80.75	1.3811464071955437
81.25	1.3766067086495137
81.75	1.372093558342407
82.25	1.3676073017225383
82.75	1.3631482741546308
83.25	1.358716800942776
83.75	1.35431319735681
84.25	1.3499377686620613
84.75	1.3455908101524066
85.25	1.3412726071865884
85.75	1.336983435227732
86.25	1.332723559886007
86.75	1.328493236964374
87.25	1.324292712507361
87.75	1.3201222228528033
88.25	1.3159819946864946
88.75	1.3118722450996794
89.25	1.3077931816493324
89.75	1.3037450024211577
90.25	1.299727896095244
90.75	1.295742042014318
91.25	1.2917876102545236
91.75	1.2878647616986694
92.25	1.2839736481118746
92.75	1.2801144122195514
93.25	1.2762871877876538
93.75	1.2724920997051332
94.25	1.2687292640685264
94.75	1.2649987882686173
95.25	1.2613007710791009
95.75	1.257635302747184
96.25	1.2540024650860557
96.75	1.2504023315691624
97.25	1.246834967426218
97.75	1.2433004297408847
98.25	1.2397987675500548
98.75	1.2363300219446716
99.25	1.2328942261720184
99.75	1.2294914057394108
100.25	1.2261215785192292
100.75	1.2227847548552189
101.25	1.2194809376700027
101.75	1.2162101225737287
102.25	1.212972297973801
102.75	1.209767445185617
103.25	1.2065955385442588
103.75	1.2034565455170654
104.25	1.2003504268170309
104.75	1.1972771365169588
105.25	1.1942366221643197
105.75	1.1912288248967398
106.25	1.1882536795580707
106.75	1.1853111148149729
107.25	1.1824010532739575
107.75	1.179523411598825
108.25	1.1766781006284464
108.75	1.173865025494825
